listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
Sante Chiropractic & Wellness Centre,Clinics & Services;Chiropractors,Chiropractors,"Address: 1224 Place d'Orléans Dr Unit 1, Orléans, ON K1C 7K3
Phone: 613-837-2883
Website: https://santechiropractic.com
Contacts: Dr. Nathalie Beauchamp",https://santechiropractic.com,613-837-2883,,,Chiropractors;Dr. Nathalie Beauchamp Chiropractors;Orléans,"1224 Place d'Orléans Dr Unit 1, Orléans, ON K1C 7K3",K1C 7K3,Sana,opc-service-allied-f2d91513f9eb3b
Taylor Creek Chiropractic,Clinics & Services;Chiropractors,Chiropractors,"Address: 3735 St Joseph Blvd Ste A, Orléans, ON K4A 0Z7
Phone: 613-830-3337
Website: https://taylorcreekchiro.com
Contacts: Dr. Mike; Dr. Lyne",https://taylorcreekchiro.com,613-830-3337,,,Chiropractors;Dr. Mike; Dr. Lyne Chiropractors;Orléans,"3735 St Joseph Blvd Ste A, Orléans, ON K4A 0Z7",K4A 0Z7,Sana,opc-service-allied-bad10e2245e8a1
Merivale Chiropractic and Massage Clinic,Clinics & Services;Chiropractors,Chiropractors,"Address: 460 W Hunt Club Rd, Ottawa, ON K2E 0B8
Phone: 613-902-7734
Website: https://merivalechiro.com
Contacts: Dr. Tatyana",https://merivalechiro.com,613-902-7734,,,Chiropractors;Dr. Tatyana Chiropractors;Ottawa,"460 W Hunt Club Rd, Ottawa, ON K2E 0B8",K2E 0B8,Sana,opc-service-allied-29699b3bcb91c5
Woodroffe Chiropractic & Massage Therapy,Clinics & Services;Chiropractors,Chiropractors,"Address: 1435 Woodroffe Ave, Nepean, ON K2G 1W1
Phone: 613-224-8543
Website: https://woodroffechiropractic.com
Contacts: Dr. Eric Delorme",https://woodroffechiropractic.com,613-224-8543,,,Chiropractors;Dr. Eric Delorme Chiropractors;Nepean,"1435 Woodroffe Ave, Nepean, ON K2G 1W1",K2G 1W1,Sana,opc-service-allied-b9f2b22aba2ea9
LiveWell Family Health Centre,Clinics & Services;Chiropractors,Chiropractors,"Address: 100 Centrepointe Dr, Nepean, ON K2G 6B1
Phone: 613-225-3339
Website: https://livewellhealth.com
Contacts: Dr. Jason Bercovich; Dr. Sabrina Bercovich",https://livewellhealth.com,613-225-3339,,,Chiropractors;Dr. Jason Bercovich; Dr. Sabrina Bercovich Chiropractors;Nepean,"100 Centrepointe Dr, Nepean, ON K2G 6B1",K2G 6B1,Sana,opc-service-allied-9ff132ec825355
Crestview Family Chiropractic,Clinics & Services;Chiropractors,Chiropractors,"Address: 1600 Merivale Rd #213, Ottawa, ON K2G 5J8
Phone: 613-224-5400
Website: https://mynepeanchiropractor.com
Contacts: Dr. Renee; Dr. Paul Groulx",https://mynepeanchiropractor.com,613-224-5400,,,Chiropractors;Dr. Renee; Dr. Paul Groulx Chiropractors;Ottawa,"1600 Merivale Rd #213, Ottawa, ON K2G 5J8",K2G 5J8,Sana,opc-service-allied-70261437a6751d
Capital Chiropractic,Clinics & Services;Chiropractors,Chiropractors,"Address: 2210 Prince of Wales Dr Ste 501, Nepean, ON K2E 6Z9
Phone: 613-695-4377
Website: https://mycapitalchiro.ca
Contacts: Dr. Herr",https://mycapitalchiro.ca,613-695-4377,,,Chiropractors;Dr. Herr Chiropractors;Nepean,"2210 Prince of Wales Dr Ste 501, Nepean, ON K2E 6Z9",K2E 6Z9,Sana,opc-service-allied-da74e621107559
Ottawa Occupational Therapy,Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 2 Barbara Ann Private, Ottawa, ON K2C 3V2
Phone: 613-797-9644
Website: https://ottawaot.com
Contacts: Erin; Adrienne
Eligibility: Children/youth only; in-home visits",https://ottawaot.com,613-797-9644,,,Occupational Therapists;Erin; Adrienne Occupational Therapists;Ottawa,"2 Barbara Ann Private, Ottawa, ON K2C 3V2",K2C 3V2,Sana,opc-service-allied-b1af4a572e433c
Expanding Horizons Therapy,Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 2255 St. Laurent Blvd Unit 310-B, Ottawa, ON K1G 4K3
Phone: 613-707-3150
Website: https://expandinghorizonsot.com",https://expandinghorizonsot.com,613-707-3150,,,Occupational Therapists;Ottawa,"2255 St. Laurent Blvd Unit 310-B, Ottawa, ON K1G 4K3",K1G 4K3,Sana,opc-service-allied-50f5fa69162da6
Play On Pediatric Therapy (Barrhaven),Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 10 Green St Unit 200, Ottawa, ON K2J 3Z6
Phone: 613-699-0787
Website: https://playonpediatric.com
Eligibility: Children only",https://playonpediatric.com,613-699-0787,,,Occupational Therapists;Ottawa,"10 Green St Unit 200, Ottawa, ON K2J 3Z6",K2J 3Z6,Sana,opc-service-allied-a912f6a702e081
M|Care Occupational Therapy & Rehabilitation,Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 343 Preston St 11th Floor, Ottawa, ON K1S 1N4
Phone: 613-627-0654
Website: https://mcaretherapy.com
Contacts: Marie-Christine",https://mcaretherapy.com,613-627-0654,,,Occupational Therapists;Marie-Christine Occupational Therapists;Ottawa,"343 Preston St 11th Floor, Ottawa, ON K1S 1N4",K1S 1N4,Sana,opc-service-allied-4212bc9a89c206
Howell Occupational Therapy Professional Corporation,Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 2727 Wyldewood St, Gloucester, ON K1T 2S1
Phone: 613-260-2847
Website: https://loriot.ca
Contacts: Lori Howell
Eligibility: Children only",https://loriot.ca,613-260-2847,,,Occupational Therapists;Lori Howell Occupational Therapists;Gloucester,"2727 Wyldewood St, Gloucester, ON K1T 2S1",K1T 2S1,Sana,opc-service-allied-b0cc14625733a9
On the Ball Pediatric Physio and Occupational Therapy (Kanata),Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 308 Palladium Dr Ste 102, Kanata, ON K2V 1A1
Phone: 613-831-2377
Website: https://ontheball.ca
Eligibility: Children only",https://ontheball.ca,613-831-2377,,,Occupational Therapists;Kanata,"308 Palladium Dr Ste 102, Kanata, ON K2V 1A1",K2V 1A1,Sana,opc-service-allied-3678f431b503bd
On the Ball Pediatric Physio and Occupational Therapy (Orléans),Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 3095 St Joseph Blvd Unit 201-202, Orléans, ON K1E 3W6
Phone: 613-898-9585
Website: https://ontheball.ca
Eligibility: Children only",https://ontheball.ca,613-898-9585,,,Occupational Therapists;Orléans,"3095 St Joseph Blvd Unit 201-202, Orléans, ON K1E 3W6",K1E 3W6,Sana,opc-service-allied-235b4eebc686a7
Valerie Metcalfe OT,Clinics & Services;Occupational Therapists,Occupational Therapists,"Address: 210 Centrum Blvd Ste 221, Orléans, ON K1E 3V7
Phone: 343-596-5834
Website: https://valeriemetcalfeot.ca
Eligibility: Adults only",https://valeriemetcalfeot.ca,343-596-5834,,,Occupational Therapists;Orléans,"210 Centrum Blvd Ste 221, Orléans, ON K1E 3V7",K1E 3V7,Sana,opc-service-allied-48f38aa6f3f7a3
Ottawa Physiotherapy & Sport Clinics – Main Street,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 194 Main St #205, Ottawa, ON K1S 1B9
Phone: 613-567-4808
Website: https://optsc.com/main-street-physiotherapy-massage-therapy",https://optsc.com/main-street-physiotherapy-massage-therapy,613-567-4808,,,Physiotherapists;Ottawa,"194 Main St #205, Ottawa, ON K1S 1B9",K1S 1B9,Sana,opc-service-allied-a0f812d89fcb07
Ottawa Physiotherapy & Sport Clinics – Westboro,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 347 Churchill Ave N, Ottawa, ON K1Z 5B8
Phone: 613-728-4160
Website: https://optsc.com/westboro-physiotherapy-massage-therapy",https://optsc.com/westboro-physiotherapy-massage-therapy,613-728-4160,,,Physiotherapists;Ottawa,"347 Churchill Ave N, Ottawa, ON K1Z 5B8",K1Z 5B8,Sana,opc-service-allied-5988e3bb54d8f9
Ottawa Physiotherapy & Sport Clinics – Glebe,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 108 Third Ave #102, Ottawa, ON K1S 2J8
Phone: 613-680-3980
Website: https://optsc.com/glebe-physiotherapy",https://optsc.com/glebe-physiotherapy,613-680-3980,,,Physiotherapists;Ottawa,"108 Third Ave #102, Ottawa, ON K1S 2J8",K1S 2J8,Sana,opc-service-allied-fa14d6cd686bc1
Ottawa Physiotherapy & Sport Clinics – Hunt Club,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 2446 Bank St #109, Ottawa, ON K1V 8S2
Phone: 613-247-1245
Website: https://optsc.com/hunt-club-physiotherapy-massage-therapy",https://optsc.com/hunt-club-physiotherapy-massage-therapy,613-247-1245,,,Physiotherapists;Ottawa,"2446 Bank St #109, Ottawa, ON K1V 8S2",K1V 8S2,Sana,opc-service-allied-14941f9204482e
Ottawa Physiotherapy & Sport Clinics – Manor Park,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 345 St. Laurent Blvd, Ottawa, ON K1K 2Z7
Phone: 613-783-1420
Website: https://optsc.com/manor-park-physiotherapy",https://optsc.com/manor-park-physiotherapy,613-783-1420,,,Physiotherapists;Ottawa,"345 St. Laurent Blvd, Ottawa, ON K1K 2Z7",K1K 2Z7,Sana,opc-service-allied-de4b11b937d626
Ottawa Physiotherapy and Sport Clinics – Stonebridge,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 3812 Greenbank Rd Unit 6, Stonebridge, ON K2J 7B8
Phone: 613-823-2007
Website: https://optsc.com/stonebridge-physiotherapy-massage-therapy",https://optsc.com/stonebridge-physiotherapy-massage-therapy,613-823-2007,,,Physiotherapists;Stonebridge,"3812 Greenbank Rd Unit 6, Stonebridge, ON K2J 7B8",K2J 7B8,Sana,opc-service-allied-96c6c70152267c
Arro Wellness (formerly OPRC),Clinics & Services;Physiotherapists,Physiotherapists,"Address: 1600 Laperriere Ave Unit 102, Ottawa, ON K1Z 8P5
Phone: 613-366-1156
Website: https://arrowellness.ca
Contacts: Dr. Greg Stoltz",https://arrowellness.ca,613-366-1156,,,Physiotherapists;Dr. Greg Stoltz Physiotherapists;Ottawa,"1600 Laperriere Ave Unit 102, Ottawa, ON K1Z 8P5",K1Z 8P5,Sana,opc-service-allied-f3d98a1c1c7bcd
Physiocare Physiotherapy & Rehab Centre South Keys,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 2430 Bank St Unit 1, Ottawa, ON K1V 8S1
Phone: 343-567-3344
Website: https://physiocarephysiotherapy.com",https://physiocarephysiotherapy.com,343-567-3344,,,Physiotherapists;Ottawa,"2430 Bank St Unit 1, Ottawa, ON K1V 8S1",K1V 8S1,Sana,opc-service-allied-6727c8b888607f
Barrhaven Physiotherapy Clinic,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 35 Larkin Dr, Nepean, ON K2J 2T2
Phone: 613-825-8548
Website: https://optsc.com/barrhaven-physiotherapy-massage-therapy",https://optsc.com/barrhaven-physiotherapy-massage-therapy,613-825-8548,,,Physiotherapists;Nepean,"35 Larkin Dr, Nepean, ON K2J 2T2",K2J 2T2,Sana,opc-service-allied-268434cb5a375c
Physiocare+ Physiotherapy and Rehab Centre,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 4100 Strandherd Dr #110, Ottawa, ON K2J 0V2
Phone: 613-825-4445
Website: https://physiocarephysiotherapy.com/barrhaven",https://physiocarephysiotherapy.com/barrhaven,613-825-4445,,,Physiotherapists;Ottawa,"4100 Strandherd Dr #110, Ottawa, ON K2J 0V2",K2J 0V2,Sana,opc-service-allied-072614dfc578cd
ActiveCARE Physiotherapy – Barrhaven,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 3500 Fallowfield Rd #1f, Nepean, ON K2J 4A7
Phone: 613-704-0992
Website: https://acpottawa.ca/physiotherapy-center/barrhaven-nepean-on
Contacts: Walid",https://acpottawa.ca/physiotherapy-center/barrhaven-nepean-on,613-704-0992,,,Physiotherapists;Walid Physiotherapists;Nepean,"3500 Fallowfield Rd #1f, Nepean, ON K2J 4A7",K2J 4A7,Sana,opc-service-allied-6fd98b21f32408
Care2Cure Physiotherapy & Rehab Centre Barrhaven,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 4235 Strandherd Dr #10, Ottawa, ON K2J 6E5
Phone: 613-440-6600
Website: https://care2curephysiotherapy.com",https://care2curephysiotherapy.com,613-440-6600,,,Physiotherapists;Ottawa,"4235 Strandherd Dr #10, Ottawa, ON K2J 6E5",K2J 6E5,Sana,opc-service-allied-c9fb3482c8a3cd
"iBalance Physiotherapy, Sports & Wellness Centre",Clinics & Services;Physiotherapists,Physiotherapists,"Address: 1581 Greenbank Rd #115, Nepean, ON K2J 4Y6
Phone: 613-979-8633
Website: https://ibalancewell.com",https://ibalancewell.com,613-979-8633,,,Physiotherapists;Nepean,"1581 Greenbank Rd #115, Nepean, ON K2J 4Y6",K2J 4Y6,Sana,opc-service-allied-35fc697fd41a65
Orleans Physiotherapy,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 2530 St Joseph Blvd #3, Ottawa, ON K1C 1G1
Phone: 613-830-3145
Website: https://orleansphysio.com",https://orleansphysio.com,613-830-3145,,,Physiotherapists;Ottawa,"2530 St Joseph Blvd #3, Ottawa, ON K1C 1G1",K1C 1G1,Sana,opc-service-allied-8ef2d0c335e0a5
Ottawa Physiotherapy & Sport Clinics – Orleans,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 1420 Youville Dr, Orléans, ON K1C 7B3
Phone: 613-830-3466
Website: https://optsc.com/orleans-physiotherapy",https://optsc.com/orleans-physiotherapy,613-830-3466,,,Physiotherapists;Orléans,"1420 Youville Dr, Orléans, ON K1C 7B3",K1C 7B3,Sana,opc-service-allied-a97434a42bb80c
CN Physiotherapy (Orleanswood),Clinics & Services;Physiotherapists,Physiotherapists,"Address: 7766 Jeanne-d'Arc Blvd N Unit B, Orléans, ON K1C 2R5
Phone: 613-834-5552
Website: https://cnphysiotherapy.ca/pt-center/orleanswood
Contacts: Dr. Mary",https://cnphysiotherapy.ca/pt-center/orleanswood,613-834-5552,,,Physiotherapists;Dr. Mary Physiotherapists;Orléans,"7766 Jeanne-d'Arc Blvd N Unit B, Orléans, ON K1C 2R5",K1C 2R5,Sana,opc-service-allied-26336e845aa4d2
Physio Sport Plus and Sport Medicine Centre,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 1190 Place d'Orléans Dr, Orléans, ON K1C 7K3
Phone: 613-830-4806
Website: https://physiosportplus.ca
Contacts: Dr. Bagg",https://physiosportplus.ca,613-830-4806,,,Physiotherapists;Dr. Bagg Physiotherapists;Orléans,"1190 Place d'Orléans Dr, Orléans, ON K1C 7K3",K1C 7K3,Sana,opc-service-allied-7e98450a97975f
Vitality Physiotherapy and Wellness Centre,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 5100 Kanata Ave Unit 3, Kanata, ON K2K 0P1
Phone: 343-700-3483
Website: https://vitalitypt.ca/kanata-physiotherapy-ottawa",https://vitalitypt.ca/kanata-physiotherapy-ottawa,343-700-3483,,,Physiotherapists;Kanata,"5100 Kanata Ave Unit 3, Kanata, ON K2K 0P1",K2K 0P1,Sana,opc-service-allied-9ed07fc6dec10f
PhysioExperts Physiotherapy and Rehabilitation Centre,Clinics & Services;Physiotherapists,Physiotherapists,"Address: 462 Hazeldean Rd Unit 3, Kanata, ON K2L 1V3
Phone: 613-672-6000
Website: https://physioexperts.ca
Contacts: Dr. Radhika",https://physioexperts.ca,613-672-6000,,,Physiotherapists;Dr. Radhika Physiotherapists;Kanata,"462 Hazeldean Rd Unit 3, Kanata, ON K2L 1V3",K2L 1V3,Sana,opc-service-allied-946403ab84926b
Physiocare Physiotherapy & Rehab Centre (Kanata),Clinics & Services;Physiotherapists,Physiotherapists,"Address: 5035 Innovation Dr Unit 200, Kanata, ON K2K 3K1
Phone: 613-254-5639
Website: https://physiocarephysiotherapy.com",https://physiocarephysiotherapy.com,613-254-5639,,,Physiotherapists;Kanata,"5035 Innovation Dr Unit 200, Kanata, ON K2K 3K1",K2K 3K1,Sana,opc-service-allied-fab3bbd7ac1c33
